count,x,y,radius,density
794,313.7,249.89,95.29,4.39
790,311.83,246.95,95.99,4.19
769,313.24,252.26,93.69,4.4
788,313.11,253.08,97.92,5.61
747,312,252.83,95.66,5.17
772,309.64,250.35,102.15,5.5
764,310.15,247.72,97.71,3.97
818,309.58,244.63,101.21,3.72
775,309,242.2,96.72,2.77
803,308.53,240.36,100.65,3.43
775,309.77,240.15,94.97,3.04
826,306.58,243.28,95.47,4.06
785,306.03,245.42,92.23,4.07
837,305.79,247.19,97.32,5.16
808,308.37,248.12,92.38,4.58
816,309.11,248.46,98.8,5.44
748,311.68,249.82,91.48,4.23
817,311.55,243.39,98.02,3.93
792,313.09,244.69,94.54,3.56
827,311.19,242.54,99.03,3.98
800,310.4,241.62,95.07,2.73
881,310.73,236.94,97.94,2.55
824,311.55,238.62,93.09,2.14
863,308.83,237.81,98.29,3.24
833,311.79,240.82,94.14,2.89
891,310.09,242.45,99.56,4.59
836,310.41,245.56,92.2,4.19
895,308.47,244.67,98.69,5.13
832,307.95,247.72,94.11,4.47
893,307.69,246.94,98.32,5.22
860,309.46,241.54,93.54,3.4
866,308.5,240.6,99.27,3.9
832,309.14,240.6,93.96,3.26
879,308.78,242.21,99.68,4.36
833,308.6,241.15,94.02,3.53
869,307.39,243.53,98.6,4.03
856,309.99,246.37,95.01,3.95
874,309.58,245.15,99.21,4.95
810,311.93,244.53,94.82,3.86
885,309.57,244.05,97.37,4.97
811,311.02,247.39,91.76,4.46
884,309.22,245.7,96.55,5.71
837,307.85,248.08,92.1,5.78
881,306.75,246.47,96.56,6.34
796,306.45,247.49,95.4,5.78
880,305.51,247.37,99.59,7.23
794,305.32,249.97,95.58,7.1
876,305.36,248.2,100.78,7.59
851,304.23,247.48,94.63,6.43
902,302.7,248.27,100.37,7.96
834,301.8,244.2,92.62,5.96
875,302.55,240.92,99.97,6.08
798,302.94,243.62,95.68,5.25
861,302.17,244.16,102.6,7.1
799,305.06,243.34,99.93,5.94
863,304.59,244.4,103.56,7.17
806,306.06,247.76,99.02,7.11
884,305.95,245.54,103,7.04
821,307.68,244.93,97.3,5.54
867,306.76,244.87,95.88,5.68
814,309.55,247.71,89.79,4.76
863,310.75,248.7,95.54,5.45
820,311.52,249.03,94.73,5.16
886,311.94,243.31,101.3,4.96
848,312.99,242.71,98,4.03
910,312.51,245.87,102.62,5.44
872,314.38,246.68,98.51,4.44
908,310.11,242.42,103.6,5.13
851,311.22,241.87,98.58,3.54
941,309.88,242.74,103.88,5.58
888,308.52,241.8,99.26,5.05
938,307.89,240.6,102.52,5.87
879,308.8,241.34,98.22,4.76
886,309.81,240.7,101.61,5.13
804,310.76,239.11,95.3,3.47
858,309.36,240.58,99.1,4.73
796,311.96,243.41,93.65,3.58
817,312.92,242.41,99.74,4.21
785,316.54,241.4,95.81,3.58
844,313.07,241.21,100.36,4.84
797,313.56,246.88,93.96,4.96
818,311.64,244.64,98.98,5.83
773,311.97,246.83,93.26,5.76
832,309,242.88,99.1,6.06
774,307.57,244,94.81,5.7
778,308.28,244.63,97.82,5.87
831,308.42,241.37,97.03,4.96
1098,309.97,234.75,107.78,4.52
1071,311.55,236.92,103.96,4
1081,311.72,234.25,105.09,3.71
1107,313.87,235.44,105.6,3.94
1117,313.21,236.16,108.77,4.9
944,314.07,238.56,101.27,4.28
972,314.21,237.7,103.01,4.59
889,313.74,237.17,97.21,3.78
937,313.14,235.09,100.55,4.16
798,314.87,229.13,94.38,2.13
853,314.6,229.23,94.99,2.07
816,312.32,229.5,88.75,1.63
885,312.89,228.59,93.29,1.9
835,314.6,231.21,87.56,1.21
888,312.95,231.87,95.66,1.85
853,314.73,231.95,92.33,1.3
886,314.3,233.33,96.43,1.65
815,314.61,232.75,91.24,1.29
860,313.4,232.71,96.71,1.86
791,314.93,235.62,92.38,1.84
872,312.97,232.77,97.36,2.54
844,313.97,236.68,91.78,2.53
884,309.43,233.82,101.87,3.94
831,308.75,237.54,94.82,3.73
883,310.59,239.84,98.34,4.84
851,314.17,237.97,93.43,3.24
928,311.27,240.77,97.46,4.39
857,312.52,241.41,92.17,3.31
895,313.73,240.2,95.79,3.15
802,313.08,240.39,90.33,2.35
855,310.25,238.18,98.85,3.67
809,308.43,234.6,94.41,2.38
864,307.01,237.26,99.22,4.29
832,305.55,239.36,93.08,3.99
884,306.26,240.92,98.12,5.13
824,306.98,241.67,94.54,4.65
879,305.89,242.86,99.66,5.88
811,303.94,243.62,95.44,5.36
832,304.12,243.81,102.44,6.81
808,306.02,243.2,96.99,5.19
885,307.56,244.36,102.8,6.3
824,308.91,245.72,95.7,5.52
896,307.24,242.95,102.23,6.06
876,307.07,246.72,97.56,5.49
917,307.17,246.46,103.54,6.59
864,307.56,247.36,99.85,5.64
879,306.22,246,104.33,6.19
800,307.39,246.75,95.65,4.72
835,305.61,246.21,100.94,5.69
796,304.04,247.51,96.14,5.2
903,302.22,247.74,103.11,6.24
866,301.73,248.74,96.13,5.13
940,302.79,240.55,101.09,4.73
878,303.66,238.54,92.98,3.45
915,303.37,234.92,99.32,3.59
828,302.27,235.41,93.91,3.11
860,301,236.18,101.73,4.16
802,301.37,236.24,95.34,3.46
855,301.94,231.49,103.98,4.37
787,302.9,228.3,98.64,3.13
855,305.17,225.94,104.95,3.59
812,306.48,230.74,96.56,3.37
887,305.02,229.1,102.93,4.42
838,307.07,233.72,99.14,4.55
870,306.02,233.64,100.3,4.83
824,306.9,229.59,99.5,3.4
887,303.84,228.44,104.76,4.09
821,308,231.53,95.93,2.62
891,305.96,230.94,97.21,2.7
827,304.93,233.87,95.56,2.66
865,303.54,234.57,100.88,3.82
818,305.83,236.1,96.05,3.09
883,305.61,234.52,99.04,3.54
830,302.89,234.1,97.23,2.98
903,300.68,233.34,99.42,3.58
829,302.02,238.5,92.62,3.46
862,302.59,238.94,96.81,3.88
834,303.74,242.25,95.52,4.37
913,304.63,242.37,100.1,5.37
832,307.2,242.76,94.96,4.51
889,309.88,242.24,98.7,4.98
827,309,240.42,94.79,4.18
866,309.85,238.86,98.94,5.1
837,307.7,236.94,94.45,4.2
880,305.02,234.12,97.41,4.54
813,304.5,236.99,93.55,4.07
858,303.43,235.74,100.57,5.24
837,301.49,236,98.96,4.88
873,301.11,236.48,103.3,6.27
849,301.22,238.39,98.37,5.26
906,299.1,235.26,104.49,6.1
856,298.06,234.67,99.85,5.16
905,299.78,235.44,102.88,6.01
833,301.35,236.08,98.12,5.03
858,300.68,231.48,99.18,4.65
826,301.42,233.66,93.97,4.16
878,300.77,234.16,100.44,5.95
845,301.68,233.46,96.37,4.46
916,302.52,236.81,102.74,6.31
870,301.54,237.99,96.59,5.69
925,302.86,239.89,100.5,6.5
872,305.78,245.14,92.88,5.78
930,303.87,244.59,99.84,6.77
867,304.74,246.1,96.12,6.14
900,307.28,243.39,101.06,5.99
847,308.6,245.45,96.14,5.47
876,308.77,246.24,100.61,6.38
813,310.01,249.21,97.98,6.38
874,310.39,246.47,105.41,6.7
817,311.76,247.42,99.1,5.88
888,310.46,245.48,106.08,7.33
818,312.02,248.03,99.7,6.57
887,310.12,245.96,104.44,7.75
814,309.09,244.75,99.39,6.25
896,306.73,242.23,105.75,7.61
835,305.83,243.52,101.21,7.06
915,303.66,244.58,101.83,8.37
824,301.99,247.28,97.74,7.77
834,301.63,247.67,99.35,8
838,297.59,250.34,99.86,9.18
1133,300.47,246.13,112.77,9.95
1095,304.99,242.37,106.72,7.06
1092,304.64,243.44,107.47,7.61
1107,306.3,245.59,108.43,7.39
1090,305.24,243.33,108.89,7.48
964,302.19,240.22,99.61,6.05
982,299.77,243.82,106.18,8.23
935,299.82,241.61,102.79,6.67
969,297.24,241.66,108.15,8.38
893,298.99,244.74,97.12,6.01
949,301.15,244.1,100.77,6.68
903,304.39,244.46,94.81,5.08
928,303,240.95,99.18,5.5
873,306.55,239.6,94.69,3.76
956,306.28,238.3,103.1,4.9
890,308.6,241.92,100.13,4.47
903,308.43,239.65,107.2,5.39
838,308.78,243.3,100.75,4.82
944,306.59,238.27,104.22,5.18
893,306.59,239.51,97.41,4.73
990,307.07,239.86,105.01,5.88
949,307.83,239.92,100.61,4.64
1005,307.95,237.77,104.13,4.94
913,309,241.08,98.06,4.1
969,309.8,238.43,102.81,4.46
897,309.95,239.23,95.97,3.71
929,308.59,239.06,100.62,4.15
858,309.53,244.09,97.7,4.15
912,310.97,240.5,101.78,4.28
872,311.93,239.77,94.63,3.46
945,308.24,237.72,100.95,4.69
891,308.38,241.49,95.78,4.79
958,305.85,238.93,103.26,5.66
864,302.51,240.75,98.14,5.68
881,299.66,243.16,101.3,7.03
856,301.24,244.34,96.4,6.14
895,302.86,244.1,100.29,6.45
854,305.54,244.23,96.53,4.61
937,307.6,241.7,101.5,4.54
898,309.16,241.58,94.18,3.42
948,307.09,243.12,100.86,4.65
902,306.5,241.01,97.13,3.98
908,305.1,242.99,103.87,5.72
853,307.29,245.31,98.54,5.2
908,306.75,245.57,102.06,6.92
881,306.9,247.49,94.16,5.87
918,306.12,244.91,99.75,6.82
882,308.16,244.16,95.43,5.38
930,305.85,241.06,101.43,6.12
837,304.71,241.07,96.79,5.25
897,303.75,240.38,103.82,6.49
843,305.48,243.09,98.43,6.09
893,303.75,243.31,102.37,7.31
833,304.4,244.43,94.86,6.46
901,303.36,242.53,99.39,7.4
828,302.24,245.12,94.78,7.15
887,303.77,244.73,100.08,6.96
832,302.85,245.7,95.79,5.99
846,301.67,243.16,100.19,6.02
838,304.77,243.9,96.4,5.08
938,306.38,244.94,100.11,5.58
854,306.28,245.33,94.37,4.63
927,306.94,249.36,96.8,6.27
870,307.67,249.18,93.76,5.86
896,305.81,251.18,98.08,7.54
833,303.68,251.68,94.05,6.72
873,302.64,252.08,97.67,7.52
831,304.12,248.14,94.15,5.81
895,305.39,247.71,96.61,6.05
843,305.55,248.42,91.36,4.84
885,305.69,242.94,96.98,5.57
855,306.61,243.7,92.23,4.65
908,306.74,241.3,94.88,4.64
856,306.21,239.68,92.6,3.96
913,306.35,238.5,97.88,4.18
876,303.79,239.7,92.89,3.28
908,305.64,236.56,96.34,3.68
858,304.83,235.44,90.86,3.6
877,305.22,236.59,97.67,4.29
838,308.79,240.33,88.9,3.79
893,307.37,242.14,94.8,5.59
816,306.19,243.57,91.47,5.39
874,306.46,244.98,97.82,6.45
811,305.84,245.32,92.37,4.9
860,303.67,246.94,98,6.36
807,303.43,244.67,94.5,4.58
887,303.63,243.29,96.79,4.8
825,304.82,245.12,93.21,4.06
868,305.07,238.22,97.98,3.81
802,305.15,234.32,93.57,2.98
855,306.03,234.21,96.42,3.47
794,308.93,233.72,92.8,2.53
823,304.47,233.83,95.38,3.65
786,305.05,232.93,91.49,3.38
826,301.93,235.4,94.84,4.57
795,301.97,235.49,93.28,4.77
817,303.06,235.36,99.88,5.82
764,304.06,235.94,96.08,4.98
805,301.01,238.12,99.2,6.73
770,301.66,238.65,97.49,6.49
851,302.87,240.5,98.14,6.52
808,303.41,237.19,92.92,4.61
861,304.18,238.22,100.24,5.62
837,306.04,237.83,96.61,4.32
869,301.38,236.95,101.98,4.99
833,301.85,236.34,96.54,3.48
858,300.23,231.93,103.06,3.76
808,299.72,233.93,97.47,3.28
868,297.42,232.8,100.65,4.1
795,300.23,232.95,95.13,3.56
855,299.59,232.44,101.33,4.77
839,301.9,233.89,94.73,3.79
902,301.62,233.67,96.66,4.23
841,303.14,236.43,94.18,3.76
911,302.35,231.56,100.21,4.47
881,302.11,232.2,93.21,3.6
933,304.07,229.73,96.75,3.5
825,303.13,226.49,94.83,2.67
870,302.08,227.83,99.58,3
834,300.7,229.21,98.71,3.16
1106,303.35,230.73,112.39,4.08
1078,303.71,232.1,108.59,4.11
1088,301.02,232.83,107.1,4.57
1135,300.66,234.31,107.87,5.21
1116,302.07,236.53,106.76,5.29
975,303.68,240.85,97.98,4.23
983,303.85,236.98,99.59,3.83
907,305.56,234.94,93.88,2.82
970,304.62,235.64,100.58,3.63
846,304.25,235.42,95.7,3.02
925,305.11,232.84,98.24,3.27
871,307.64,233.45,94.72,2.29
905,306.36,233.67,97.51,3.01
823,305.76,232.28,93.54,2.28
873,307.67,229.01,95.46,2.22
834,309.78,227.82,88.32,1.35
881,307.71,230.87,89.89,2.65
792,310.46,233.95,84.37,2.07
869,307.06,233.31,88.44,3.31
802,305.72,233.97,84.6,3.44
875,305.84,234.73,91.52,4.16
825,303.15,234.83,87.71,4.4
895,303.68,233.97,91.24,4.55
853,303.81,235.77,87.44,4.07
883,304.35,232.36,90.77,4.38
807,304.18,229.39,88.44,3.93
852,302.87,232.34,93.15,4.42
784,305.13,233.79,90.08,3.51
809,303.94,233.16,95.84,3.52
763,307.25,231.84,91.1,2.94
827,306.81,233.96,96.72,3.27
797,307.45,236.29,91.78,2.96
864,304.67,234.67,95.91,3.87
812,307.75,236.62,92.16,3.36
839,306.67,236.33,96.7,3.64
767,307.13,235.53,92.48,3.02
849,305.1,231.86,99.04,3.85
795,306.33,225.64,95.68,2.54
850,304.91,223.68,100.7,3.33
793,305.91,221.49,97.52,2.48
834,303.89,224.98,101.83,4.09
795,306.49,227.02,94.93,2.84
857,306.38,228.75,100.21,3.55
805,307.22,234.32,92.87,2.98
844,305.86,238.72,97.86,4.69
795,306.94,238.31,93.1,3.22
846,306.64,238.38,99.29,4.7
794,307.32,239.23,95.59,3.88
848,306.49,238.23,99.57,4.81
811,307.78,236.98,93.96,3.1
908,309.16,235.29,99.3,3.29
865,310.57,237.6,95.61,3.07
894,306.4,234.27,99.42,3.6
852,309.74,235.59,94.35,2.6
928,310.21,230.15,98.6,2.41
849,309.95,232.51,91.25,1.93
896,307.02,232.03,96.95,2.6
825,308.26,233.19,92.99,2.24
900,306.41,232.19,98.26,2.41
835,306.42,228.98,94.4,2.08
882,305.29,230.76,98.14,2.31
820,307.84,229.96,91.86,1.7
892,308.08,230.44,96.09,2.23
802,309.49,230.98,88.6,2.04
854,310,231.51,93.86,2.11
804,308.34,230.46,89.98,2.08
882,309.33,230.72,95.5,3.19
830,308.28,230.11,92.99,2.87
885,307.98,232.77,98.72,3.75
820,308.96,229.81,94.83,3.06
874,307.75,228.45,104.2,3.55
801,311.25,225.09,97.48,2.22
859,309.8,226.76,101.67,2.98
822,309.46,227.58,94.33,1.96
897,309.18,229.56,100.29,2.87
851,306.37,231.33,94.68,2.77
916,303.16,229.82,99.55,3.14
846,308.72,231.86,93.46,2.14
902,311.85,239.01,98.35,3.1
833,310.19,239.26,91.44,2.29
872,311.59,243.69,98.28,3.17
818,308.96,243.31,98.95,3.07
888,307.2,240.16,103.75,3.63
835,307.03,242.56,99.65,3.42
891,307.01,240.54,102.67,3.67
855,306.81,238.58,92.11,2.46
925,306.13,240.41,96.42,3.3
865,304.96,236.94,90.03,2.17
903,305.76,239.44,95.06,2.97
820,304.73,236.96,91.01,1.82
902,304.21,239.38,97.93,3.35
872,303.8,235.84,95.02,2.6
896,302.64,235.99,98.5,3.16
865,302.94,233.5,95.69,2.52
884,303.96,235.57,99.58,3.89
830,303.46,234.81,96.21,3.19
864,305.96,235.54,102.33,3.98
802,306.73,240.77,97.37,4.13
862,304.69,241.75,100.06,4.61
824,303.7,243.65,96.85,4.51
856,302.85,245.58,99.1,4.87
795,302.41,246.51,93.85,3.91
841,303.88,246.32,97.78,4.15
828,300.99,245.65,94.62,3.51
878,299.36,243.89,98.72,4.39
853,298.46,246.14,95.51,4.29
883,296.76,242.86,99.86,4.83
856,299.07,246.16,92.71,4.92
866,298.91,243.64,97.41,5.64
795,300.17,243.56,91.39,5.3
851,301.34,242.1,98.7,5.65
800,302.41,241.54,93.88,5.04
842,300.68,238.46,102.62,5.49
811,303.22,239.37,97.71,5.16
842,301.83,238.65,100.82,5.05
808,301.79,239.68,96.06,4.46
860,305.17,242.4,100.81,5
801,308.34,242.26,97.57,4.12
803,310.95,247.76,96.63,4.12
798,313.84,251,95.25,4
1131,313.3,246.23,107.4,4.96
1089,313.27,246.75,104.46,4.6
1135,309.73,240.81,107.88,4.85
1168,309.95,238.75,110.21,4.95
1187,306.54,237.72,111.41,5.98
1005,304.1,237.77,102.98,4.83
1041,302.09,238.4,107.38,6.14
1009,305.98,239.36,101.12,4.8
1063,306.95,241.54,101.74,5.21
937,308.69,240.1,96.2,4.17
981,309.71,237.26,99.39,4.24
921,308.92,235.47,95.86,3.39
964,307.16,234.49,100.1,3.24
863,309.27,236.9,95.04,3.01
893,306.92,235.59,99.46,3.47
842,305.78,235.58,95.44,2.8
885,305.05,236.24,98.74,3.64
825,303.86,234.78,94,2.72
882,303.31,236.85,101.41,4.51
840,307.32,237.89,95.11,3.34
921,306.75,238.4,100.61,4.15
876,307.87,236.31,96.71,3.29
933,308.55,239.08,101.69,4.17
864,308.47,239.52,98.8,3.85
906,306.94,239.88,100.4,4.17
864,308.47,237.67,94.84,3.6
911,307.37,235.31,100.84,4.16
860,307.23,234.94,97.7,3.38
920,307.6,232.88,102.69,3.69
857,309.45,235.88,96.29,3.18
923,308.16,234.51,101.06,3.58
858,309.44,234.49,98.9,2.74
918,308.42,235.87,102.77,3.64
855,310.34,234.38,96.26,2.59
893,308.9,236.38,99.93,3.58
865,308.37,237.77,100.02,3.32
913,307.54,237.86,102.15,3.74
877,306.98,241.19,96.5,3.31
969,306.97,242.47,104.41,4.69
907,305.75,244.33,99.83,4.28
961,303.04,248.08,102.02,5.49
880,304.09,248.19,96.78,4.54
909,304.25,248.13,104.91,6.1
858,302.65,246.77,98.92,5.5
914,302.2,241.56,99.71,5.13
835,301.63,241.58,97.11,4.87
892,303.67,240.92,99.15,4.72
850,304.29,241,94.6,3.83
880,301.78,244.56,99.13,4.89
823,303.68,246.44,92.95,3.67
880,302.45,244.75,98.77,4.27
843,301.29,245.49,96.33,4.3
881,302.97,244.43,102.03,5.1
827,302.05,242.44,100.6,4.38
887,302.92,239.4,104.14,4.76
854,303.44,240.81,99.89,4.14
892,301.69,241.69,107.15,6.26
880,301.43,238.97,103.05,5.24
924,300.87,236.19,104.48,5.29
859,299.7,236.45,100,4.49
932,300.53,235.8,106.47,5.65
843,302.52,234.31,100.37,4.7
916,302.31,230.5,105.08,5.7
854,301.61,233.81,101.59,5.81
912,301.36,236.25,107.03,7.11
886,302.09,242.27,102.07,7.18
944,302.39,243.86,103.78,8.05
923,303.52,244.54,97.53,6.55
984,304.02,247.93,101.22,7.41
904,305.36,248.29,94.97,6.56
971,304.42,245.78,99.83,6.83
922,302.91,245.79,98.14,6.49
958,303.76,245.12,104.88,7.72
883,304.79,246.45,99.38,6.3
913,299.94,246.78,103.86,7.93
868,300.99,246.8,99.93,7.18
956,301.58,247.26,102.15,7.45
889,302.2,247.67,96.11,5.94
924,303.92,249.49,100.92,6.81
882,304.31,249.03,94.44,5.28
952,301.62,247.89,99.59,6.46
876,304.22,249.11,95.19,5.17
948,303.94,249.56,99.22,6.93
917,303.64,248.62,97.33,5.69
963,300.44,249.87,104.81,8.59
877,301.18,245.84,102.48,6.95
929,299.34,245.73,106.94,8.28
902,301.26,244.08,101.4,6.24
940,301.92,241.79,104.04,6.47
871,303.58,238.76,98.51,4.38
943,299.66,237.24,105.7,5.94
936,303.23,241.31,101.11,5.33
981,304.05,238.59,106.51,5.61
950,306.4,240.75,101.63,5.38
1002,303.81,239.56,103.97,6.6
961,305.65,239.32,101.21,5.45
1000,304.89,241.8,105.63,6.69
937,304.45,243.11,98.97,6.22
1004,302.57,240.5,103.86,7.65
936,304.87,242.46,98.56,6.52
991,301.74,244.77,104.5,8.12
914,301.53,243.62,100.4,6.91
1000,301.48,242.59,104.56,7.49
914,301.86,243.52,101.1,7.03
987,304.04,244.75,104.24,7.38
962,306.39,245.33,99.44,5.98
1000,306.76,245.2,103.24,6.59
931,308.76,243.67,100.21,5.68
1002,310.13,246.48,102.91,6.29
948,312.14,244.65,100.89,5.28
993,311.16,244.61,106.25,5.98
917,309.45,245.35,97.56,5.06
975,307.16,246.86,103.2,6.6
899,304.87,244.72,99.3,6.14
954,302.62,246.92,104.29,7.74
902,299.24,248.72,98.55,7.32
964,298.84,248.45,102.88,8.79
895,298.76,246.86,97.72,7.45
918,298.77,247.15,99.19,7.7
922,301.58,245.3,98.19,7.12
1277,304.45,240.41,112.65,8.01
1243,304.69,239.68,109.95,7.09
1245,302.61,236.97,111.68,6.99
1248,302.23,236.03,112.67,7.04
1276,302.81,233.54,112.99,6.41
1083,302.82,232.57,102.03,3.82
1113,300.96,236.43,104.29,5.11
1017,301.61,240.51,101.58,5.31
1067,301.93,241.54,106.96,6.5
984,303.35,241.7,98.71,5.27
1026,304.85,241.92,102.36,6.14
985,305.19,241.23,96.73,4.85
1033,305.11,239.66,100.85,5.45
929,305.53,240.18,94.91,4.1
969,304.99,236.45,99.98,4.46
909,304.73,231.03,96.73,3.06
937,306.3,230.27,99.95,3.38
882,306.72,233.86,93.19,2.92
932,304.61,232.22,100.78,4.41
859,305.52,235.31,94.15,4.05
960,302.21,234.24,99.63,4.94
892,301.94,233.68,94.97,4.16
937,302.63,233.18,100.19,4.81
887,301.3,237.14,99.24,5.15
945,300.64,236.62,104.45,5.94
879,299.79,237.58,100.01,5.6
934,299.42,239.26,107.32,7.22
903,301.36,237.13,99.41,5.21
933,300.58,236.3,105.2,5.94
883,302.43,236.54,96.49,3.75
928,301.63,238.12,103.88,5.6
858,302.49,236.08,98.29,3.97
888,300.34,232.64,101.23,3.79
826,304.82,231.24,93.87,2.87
860,306.68,229.68,97.3,2.97
849,307.76,227.37,93.24,2.38
889,306,230.33,97.08,3.22
852,304.75,230.07,92.83,2.84
925,303.38,234.61,97.95,4.82
872,302.69,234.17,93.21,3.67
897,302,238.05,100.56,5.93
842,302.3,238.61,93.79,5.16
929,300.93,239.1,96.17,5.71
863,300.33,241.32,91.01,4.62
927,300.7,241.74,96.71,5.65
840,302.89,240.01,92.83,4.37
906,301.87,240.9,97.68,4.73
871,301.8,240.28,95.65,4.21
926,303.31,238.33,98.77,4.67
843,304.3,240.02,93.05,3.97
905,304.22,239.43,96.16,4.21
859,303.32,236.89,93.75,3.32
929,302.28,238.87,95.57,4.26
872,300.6,235.87,91.68,3.49
894,299.72,231.61,95.07,3.73
860,299.39,231.36,92.32,3.02
891,299.89,226.81,94.23,3.17
844,300.85,224.44,91.09,2.26
875,299.68,227.85,95.67,3.57
832,300.95,225.33,90.71,2.6
905,304.05,226.35,95.97,3.18
855,304.1,228.58,91.45,3.01
917,302.92,231.72,95.96,4.77
861,305.6,230.93,92.26,3.39
913,303.38,233.16,96.11,5.09
826,304.45,230.56,89.96,3.16
881,306.57,229.9,94.42,3.48
823,306.86,229.48,90,2.89
881,304.19,228.71,92.05,3.29
840,302.85,225.82,89.34,2.89
895,302,228.97,92.41,3.5
828,303.01,229.79,89.62,3
894,301.98,227.52,95.52,3.47
847,303.5,230.06,92.24,3.09
922,303.26,229.42,96.42,3.72
889,306.62,235.1,92.94,3.35
922,304.04,235.16,95.12,3.85
873,304,239.4,88.85,3.77
929,304.32,245.29,93.93,5.77
873,304.22,246.92,88.37,5.24
899,305.91,244.56,93.21,5.69
830,305.83,246.21,89.09,5.46
886,305.55,243.47,91.82,5.65
846,304.58,237.37,88.34,3.84
874,302.36,235.78,90.94,4.42
825,301.07,238.29,89.23,4.3
895,299.59,233.37,94.03,5.27
853,300.89,232.37,90.7,4.44
928,300.98,232.02,96.04,5.19
861,301.56,235.23,92.65,5.23
935,300.94,234.82,100.02,6.3
875,303.84,235.85,94.63,5.34
913,302.73,236.81,102.23,6.5
867,302.88,236.57,99.21,5.9
914,303.47,236.93,101.13,6.04
871,306.46,237.64,96.37,4.56
915,303.96,235.98,99.8,5.31
863,304.79,236.94,96.92,5.29
917,302.42,238.26,101.55,6.73
872,304.63,242.91,94.02,5.9
919,303.77,241.54,98.97,6.79
846,305.5,239.42,92.81,4.89
897,303.19,240.1,98.61,6.17
834,305.24,243.26,91.1,4.79
889,304.41,241.92,95.33,5.33
879,304.64,242.06,94.07,4.95
920,302.34,242.02,99.41,6.32
870,302.33,243.47,95.9,5.45
917,302.67,248.05,101.5,7.83
869,302.41,246.26,97.11,6.35
947,301.19,241.78,101.85,5.9
897,300.78,239.51,95.78,4.31
957,303.96,238.6,101.53,5.3
901,309.82,243.27,97.48,4.54
932,308.64,239.51,101.3,4.89
900,306.74,243.15,97.29,5.19
973,306.62,242.14,102.22,6.25
900,303.32,240.62,98.1,5.27
923,304.1,238.16,98.52,5.3
898,301.8,235.48,96.26,4.73
1170,304.65,234.2,109.01,6.28
1127,304.32,232.19,107.25,5.61
1135,304.25,231.62,105.99,5.59
1166,303.18,235.6,106.83,6.62
1171,306.17,239.53,107.67,6.84
1031,305.68,241.23,101.28,5.61
1067,303.75,238.26,102.23,5.68
973,308.02,237.55,93.86,3.85
1063,307.44,237.74,96.77,4.94
937,304.48,233.24,90.9,4.4
978,303.85,238.88,96.53,6.04
892,303.76,238.57,91.51,5.26
957,303.6,243.16,97.36,6.71
889,302.39,247.81,95.16,6.58
943,300.11,252.81,97.89,8.2
927,302.92,252.47,92.78,5.69
989,299.68,249.04,98.69,7.18
895,303.6,247.39,93.38,4.97
940,300.6,241.92,100.81,6.31
866,303.62,233.55,97.43,3.84
924,301.61,232.77,103.64,5.44
836,303.7,227.61,96.71,3.96
925,301.59,231.18,101,5.85
891,300.72,227.85,95.46,4.69
957,299.19,231.64,97.94,5.9
852,298.93,239.64,90.7,5.59
941,302.45,241.86,94.75,6.42
887,306.15,243.43,91.32,5.52
939,306.41,246.34,95.4,6.83
838,306.75,244.01,89.57,5.02
925,308.36,242.96,95.31,5.82
870,307.37,244.31,92.53,4.95
914,302.93,245.48,97.64,6.68
873,299.9,242.81,94.5,6.31
913,298.88,238.46,97.93,5.54
876,300.62,240.47,93.65,5.06
921,302.05,240.8,94.84,5.28
870,302.88,240.37,90.21,4.35
928,303.93,239.52,94.48,4.42
884,301.84,241.34,92.3,4.21
936,301.99,239.79,94.14,4.32
852,302.13,237.58,92.92,3.51
892,300.9,236.32,97.1,4.13
851,301.77,236.3,94.79,3.44
871,300.9,237.85,98.4,4.67
829,303.17,242.65,92.93,4.12
884,300.88,240.15,98.39,4.76
851,302.44,238.01,94.86,3.61
920,302.2,240.17,99.83,5.1
831,302.77,237.37,93.57,4.09
876,301.55,236.07,99.74,4.84
842,302.98,235.14,96.6,4.08
902,301.96,237.65,100.12,5.25
853,303.29,231.52,97.04,3.94
912,301.96,231.86,100.85,4.34
870,302.87,233.16,96.78,3.59
903,304.35,233,99.77,3.91
869,308.64,230,96.58,3.05
911,309.71,232.66,100.44,4.04
882,313.08,233.95,95.73,3.53
925,310.03,236.36,98.9,4.21
854,309.95,235.98,93.23,3.45
931,308.66,233.24,97.81,3.78
892,310.7,233.15,90.38,2.94
954,309.81,228.98,92.1,2.67
896,310.46,227.19,90.42,2.16
952,310.25,229.43,96.71,3.04
871,311.21,232.02,93.3,2.72
944,309.46,234.19,98.25,3.69
884,310.99,236.9,94.69,3.4
950,312.11,237.04,102.23,4.88
889,315.6,243.58,97.31,4.89
950,314.31,244.05,98.96,5.69
879,316.82,246.34,94.81,4.96
955,315.4,247.88,100.55,6.38
908,318.71,243.05,95.65,4.58
945,312.97,244.17,97.96,5.82
880,314.48,245.82,94.62,4.83
935,312.67,245.91,97.68,5.42
841,312.73,244.62,92.22,4.17
899,310.75,245.37,100.54,5.77
835,310.63,243.85,96.1,5.12
903,309.68,242.21,99.27,5.41
859,312.67,242.94,96.94,4.95
915,310.47,246.08,101.5,5.99
872,312.65,250.28,97.34,5.89
928,311.86,249.2,103.09,7.06
900,312.03,248.28,99.23,5.91
948,307.43,244.36,102.89,6.55
893,306.51,243.29,95.19,5.08
939,306.68,239.79,102.68,5.76
