count,x,y,radius,density
534,311.74,253.99,72.74,1.09
463,313.6,259.34,71.54,1.27
491,311.76,256.65,75.39,1.26
470,306.07,255.8,71.48,0.97
501,307.35,252.06,74.57,0.86
445,303.42,255.84,71.71,0.39
477,306.65,249.92,76.09,0.53
467,306.4,247.15,73.11,0.45
507,306.39,247.4,76.02,0.62
466,304.13,247.75,72.99,0.56
513,304.02,247.72,73.31,0.74
480,303.57,247.9,71.65,0.66
511,301.73,244.13,74.85,1.03
471,300.77,246.98,72.19,1.19
521,300.82,244.94,77.09,1.36
488,301.72,244.58,77.54,1.34
518,305.2,247.99,80.06,1.47
510,306.9,250.73,77.1,1.17
528,307.45,253.14,81.52,1.15
489,308.69,252.77,80.31,0.59
511,310.06,249.23,82.38,0.64
469,308.89,249.18,75.05,0.37
521,308.54,245.12,80.67,0.73
489,310.95,247.59,79.1,0.59
528,308.91,245.05,78.46,0.76
498,309.54,245.19,75.87,0.65
548,309.67,249.34,79.27,1.2
504,311.16,252.5,75.7,1.35
541,310.69,255.06,77.38,1.64
516,311.07,256.17,75.25,1.37
551,308.16,255.58,77.29,1.72
530,307.93,256.68,75.41,1.37
552,304.63,252.45,77.76,1.12
532,305.7,251.82,75.34,0.84
543,306.38,249.29,81.23,0.95
523,306.62,248.32,80.26,0.93
547,307.18,246.41,77.79,0.84
522,305.23,245.6,73.99,0.87
548,308.86,241.75,74.91,0.89
524,311.77,243.91,72.39,0.8
548,312.42,242.34,78.73,0.98
535,311.46,244.43,74.36,1.04
562,312.04,241.48,81.72,1.2
527,311.11,239.49,81.18,0.95
557,309.64,240.26,85.85,1.23
544,308.55,240.29,83.87,1.19
576,308.32,238.54,85.25,1.31
728,313.82,244.18,91.67,1.75
694,316.31,248.46,91.21,1.89
687,318.12,249.1,89.14,1.57
703,320.06,250.37,89.7,1.61
700,318.42,246.77,90.46,1.6
614,318.55,248.4,82.84,1.42
640,317.3,249.66,82.67,1.55
603,318.72,251.04,80.42,1.29
652,319.18,251.22,84.43,1.21
592,320.79,257.72,80.11,1.64
606,322.54,257.02,82.66,1.8
549,325.4,260.63,78.52,1.6
603,318.67,255.19,85.46,2.78
543,319.11,256.84,80.22,2.79
552,317.78,252.6,83.37,2.96
526,317.17,248.59,81.76,1.79
565,315.42,242.92,86.54,1.4
548,312.57,237.4,80.72,0.97
589,312.27,236.56,81.88,1.04
568,314.22,237.6,76.52,0.88
625,314.88,238.97,81.85,0.97
558,315.42,241.49,77.99,0.94
571,313.67,242.44,84.27,1.57
536,314.67,247.37,81.22,1.7
573,312.07,248.59,85.63,2.67
540,312.72,247.69,82.37,2.21
586,309.29,244.5,84.91,2.18
556,310.01,244.23,83.96,2.04
604,312.81,243.06,86.37,2.23
565,309.6,246.1,86.18,2.77
603,307.9,244.96,89.35,3.39
538,311.66,246.12,83.99,2.5
583,309.9,245.69,84.77,2.68
554,308.19,241.57,83.37,1.46
588,308.45,239.05,84.24,1.37
577,310.8,237.3,83,0.83
585,309.7,234.61,86.12,1.25
547,312.59,234.69,81.08,0.67
616,307,232.75,86.13,1.49
605,307.89,235.04,82.87,1.4
636,308.68,239.49,82.82,2.04
604,312.51,244.89,80.21,2.21
650,313.8,247.99,81.65,3.11
582,314,252.35,77.38,2.68
611,312.01,249.96,79.98,3.2
564,311.95,250.89,76.91,2.73
605,311.4,247.55,82.77,2.74
575,308,243.92,78.99,2.22
617,308.58,240.4,80.54,2.09
566,309.27,240.07,78.42,1.94
618,310.88,239.2,81.49,1.96
597,310.7,242.71,79.23,1.87
625,313.74,245.28,79.26,2.2
588,314.61,243.53,75.82,1.71
642,312.84,247.2,79.54,2.48
581,308.01,243.8,78.08,2.55
622,306.15,242.99,82.33,3.46
590,304.81,238.19,79.87,2.7
640,303.78,239.41,83.56,3.28
618,305,238.12,78.7,2.62
647,306.22,233.24,82.3,2.43
586,307.82,231.18,77.18,1.83
632,307.51,230.51,81.2,1.81
596,306.65,225.49,78.49,1.03
616,306.87,230.13,81.15,1.5
576,310.68,232.89,76.98,1.23
582,306.54,234.1,80.7,1.55
565,307.11,234.13,75.23,1.48
605,308.41,238.09,79.67,2.07
556,311.54,240.42,76.62,2.05
599,310.64,237.08,80.67,1.95
593,306.51,241.53,76.99,2.55
627,303.6,237.01,82.51,3.3
576,305.03,236.26,80.68,2.64
617,305.04,236.46,85.41,3.18
589,307.61,235.55,82.18,2.11
626,308.28,234.46,85.24,2.45
585,307.63,240.11,80.8,2.35
616,307.12,239.55,85.17,2.86
579,309.58,237.85,82.91,2.3
625,310.68,239.82,87.37,3.09
596,311.98,238.87,82.92,2.13
672,311.91,237.91,87.64,2.67
648,312.86,239.34,82.78,2.07
708,312.39,238.87,84.62,2.77
638,311.04,238.73,81.59,2.18
678,309.65,237.02,84.78,2.94
622,310.25,234.6,81.3,2.31
661,307.61,236.96,85.37,2.92
612,308.36,238.83,79.49,2.44
669,308.79,239.42,84,2.95
624,313,244.64,79.32,2.22
660,310.6,242.83,83.79,2.85
604,309.11,245.36,80.7,2.95
655,310.35,244.74,81.54,2.97
615,310.73,245.33,79.27,2.65
664,309.59,248.05,81.64,3.61
611,308.27,244.88,78.71,3.38
679,310.88,246.07,81.7,3.84
622,310.84,241.22,78.12,3.21
669,308.43,242.71,80.08,4.07
619,307.62,236.85,76.08,2.75
665,306.09,236.1,81.37,3.33
608,306.4,235.2,78.25,2.56
645,306.64,234.25,82.09,2.92
610,307.79,231.61,80.24,2.03
638,308.65,232.51,82.97,2.15
617,310.26,237.01,78.89,2.02
670,310.57,237.72,82.76,2.31
593,309.93,237.93,81.87,2.09
635,307.98,238.6,84.87,2.57
602,309.68,238.97,79.43,1.91
651,309.71,239.2,82.23,2.61
599,308.06,237.98,79.39,2.19
617,308.3,236.25,83.03,2.46
611,306.77,235.65,81.93,2.29
662,305.34,235.15,87.3,2.37
650,309.23,235.04,82.34,1.42
665,312.16,236.16,85.66,1.44
640,312.98,237.29,81.83,1.59
686,314.64,238.14,82.6,1.73
645,318.61,238.99,75.82,1.13
658,316.61,239.48,79.09,1.49
631,319.54,236.73,75.56,0.87
671,314.73,236.41,78.3,1.52
619,315.51,239.01,76.3,1.26
666,319.14,236.29,81.33,1.3
645,322.5,238.73,77.19,1.23
673,319.18,239.4,80.06,1.75
588,316.49,243.84,76.88,2.26
635,317.96,244.46,79.77,2.65
574,317.28,243.61,75.01,2.31
632,313.82,242.98,77.87,2.5
595,312.75,243.35,76,2.76
611,311,243.91,75.77,3.02
810,314.45,237.33,86.08,3.04
806,313.79,236.9,83.46,2.58
799,313.47,237.13,83.76,2.32
832,312.24,234.72,84,2.25
812,312.33,235.31,82.69,1.96
716,304.75,230.05,77.47,1.45
734,304.4,230.54,79.23,1.87
683,309.98,231.07,74.47,1.28
737,310.5,229.77,79.26,1.61
671,309.58,232.77,77.08,1.67
690,314.19,234.72,81.07,2.17
643,319.2,237.32,76.3,1.83
663,318.68,238.7,78.48,2.09
622,317.96,236.9,75.17,1.62
650,313.27,234.85,80.11,2.08
609,313.05,232.38,75.19,1.44
653,313.44,229.05,77.85,1.41
615,310.7,226.25,75.52,1.34
657,310.46,227.57,78.35,1.4
605,313.01,227.41,72.81,0.67
664,312.04,227.23,76.43,0.89
634,311.23,228.83,73.19,0.6
655,311.06,231.44,78.11,1.24
610,310.62,229.79,74.85,1.27
660,315.12,233.21,79.96,1.5
616,315.92,233.82,78.79,1.45
650,315.62,238.27,81.97,1.89
595,316.89,240.03,76.61,1.57
642,317,238.63,79.09,1.67
581,317.26,236.01,73.7,1.21
643,316.25,236.52,78.21,1.41
596,317.71,236.23,75.78,1.17
627,319.76,236.99,78.75,1.19
594,323.21,238.13,73.89,1.03
573,322.25,235.67,77.61,1.22
548,326.67,233.09,75.73,0.79
612,327.6,231.64,78.31,1.09
587,331.2,227.65,74.16,0.93
631,325.11,227.96,76.3,1.47
604,324.12,225.03,74.11,1.03
654,321.22,224.41,79.44,1.16
585,319.29,224.91,76.68,1.02
619,317.39,223.77,81.82,1.1
570,316.94,224.01,77.01,0.84
590,317.15,219.81,79.21,0.93
543,316.13,214.73,75.21,0.65
577,312.68,211.41,78.1,0.65
553,316.47,217.17,74.4,0.65
590,314.72,218.14,74.97,0.83
532,313.3,218.9,69.52,0.7
577,315.51,216.03,75.29,0.89
569,316.85,217.92,73.91,1.06
623,312.53,221.77,76.88,1.39
582,312.51,220.43,73.05,1.29
618,316.41,219.47,76.55,1.46
600,316.57,220.07,75.54,1.51
652,315.62,222.93,79.01,1.49
605,313.77,221.24,74.59,1.31
632,315.05,224.93,77.52,1.63
597,313.83,225.07,74.85,1.5
631,310.69,225.18,78.5,1.78
603,311.49,223.6,74.24,1.5
646,308.71,226.59,77.07,2.08
604,307.29,227.65,75.7,1.95
640,305.26,227.23,79.86,2.74
602,308.5,224.76,77.1,2.59
653,304.24,224.24,81.47,2.96
607,305.34,222.04,75.43,2.25
661,304.01,222.58,79.08,2.26
630,307.3,217.06,74.77,1.97
661,308.06,220.88,75.81,1.54
604,307.46,221.77,70.63,0.82
648,306.41,224.22,73.83,1.08
600,307.54,226.36,72.34,1.44
632,305.85,226.24,76.24,1.73
579,306.31,226.09,73.8,1.5
618,306.92,227.83,78.22,1.74
570,305.17,228.66,74.65,1.38
606,309.79,232.27,80.27,1.82
554,316.15,228.72,77.31,1.4
588,315.87,229.23,80.39,1.72
549,318.04,226.51,77.58,1.56
607,317.38,221.51,81.11,1.71
564,316.59,219.8,74.97,1.55
628,318.19,219.41,77.64,1.49
588,317.8,215.81,75.69,1.36
643,316.19,215.87,77.16,1.15
593,317.65,216.71,76.5,0.84
641,318.33,220.79,80.34,0.82
596,318.06,219.49,76.09,0.51
620,321.41,221.36,80.02,0.66
587,321.4,224.69,76.32,0.52
636,321.21,227.86,78.99,0.72
591,320.56,224.63,75.92,0.67
614,321.3,222.07,77.81,0.85
602,322.48,225.65,74.67,0.54
642,320.88,228.44,77.76,0.63
605,315.27,232.9,74.45,1.24
634,313.57,232.98,77.4,1.4
605,313.93,231.02,75.1,1.12
635,310.95,229.15,79.15,1.16
589,308.4,230.73,75.35,1.13
613,309.18,231.04,77.9,0.77
571,311.07,230.59,75.68,0.66
578,309.28,234.93,78.75,1.1
570,306.4,231.56,76.6,0.98
604,304.97,235.63,77.13,1.06
578,302.44,235.64,73.89,1.23
629,303.03,238.89,77.53,1.51
571,304.73,234.58,74.05,0.93
636,304.48,233.42,78.38,1.25
601,305.65,230.34,74.3,1
649,309.79,230.39,78.49,1.35
568,310.81,228.82,73.81,1.11
609,315.46,228.94,78.38,1.22
571,314.04,233.23,75.84,1.36
658,316.45,234.85,77.83,1.82
603,311.41,238.34,73.34,2.25
650,305.68,236.19,77.3,2.94
614,302.9,233.31,76.19,2.52
671,304.93,230.51,81.83,2.6
581,305.43,229.42,76.97,1.86
614,305.49,231.6,82.16,2.03
556,307.93,227.16,79.18,1.29
594,312.04,225.75,80.15,1.37
554,314.13,221.93,74.49,1.49
593,313.25,222.57,77.68,1.53
551,312.58,216.13,71.46,1.29
595,309.81,222.86,76,1.51
551,308.31,223.22,71.87,1.43
597,305.59,225.51,75.6,1.76
586,305.35,227.28,72.99,1.59
600,304.75,229.12,76.26,1.46
590,304.52,227.76,73.88,1.46
616,303.06,230.67,75.52,1.8
786,301.06,227.89,82.73,2.41
773,302.94,224.28,81.95,2.14
783,303.39,231.25,80.86,2.49
784,305.46,231.34,80.01,2.12
739,308.2,232.03,78.28,1.95
646,312.54,229.37,72.78,1.36
673,311.16,233.13,78.31,2.23
613,312.1,232.12,72.69,1.58
658,308.11,233.03,78.01,1.9
578,305.91,237.77,73.22,1.58
612,304.85,239.02,75.33,1.92
588,302.97,234.78,72.51,1.59
617,301.06,234.08,75.64,1.82
597,303.81,230.91,71.73,1.73
628,302.13,231.36,77.04,2.17
624,304.06,230.01,74.81,1.9
641,306.74,232.04,77.6,2.14
581,305.1,228.78,74.04,1.66
631,302.39,230.9,79.79,2.95
582,304.69,230.48,76.41,2.24
667,304.44,231.8,79.96,2.86
657,302.94,234.72,74.36,2.72
709,306.35,229.73,79.92,2.53
660,304.7,226.11,79.03,2.13
667,304.36,225.51,83.84,2.43
598,304.98,224.71,80.22,1.91
623,303.24,228.33,82.98,2.42
586,302.79,224.97,77.72,1.92
606,301.12,230.54,80.49,2.47
561,299.64,230.04,74.93,1.69
599,299.29,229.35,76.62,2.53
539,302.98,229.37,72.24,1.9
601,306.84,232.76,75.56,2.08
570,308.86,234.61,71,2.21
587,310.6,235.56,73.1,2.13
560,310.21,234,71.56,1.62
597,308.33,232.88,74.23,1.79
541,308.05,236.97,69.45,1.34
580,309.42,235.49,71.32,1.57
552,309.25,233.06,67.27,1
607,309.52,233.61,69.27,1.1
565,308.96,235.28,66.39,1.07
644,310.28,232.09,72.03,1.69
575,309.81,231.48,69.46,1.86
637,305.58,235.17,73.62,2.15
588,307.08,232.73,71.32,1.56
641,304.47,237.35,76.28,2.73
597,301.95,239.53,71.17,2.33
662,300.65,242.87,74.41,3.17
574,299.18,240.96,70.3,2.26
636,299.42,238.69,77.06,2.93
593,300.15,234.74,74.18,2.1
635,300.77,233.17,78.54,2.22
591,301.07,231.29,75.41,2.06
634,300.6,232.55,81.19,2.43
616,301.91,231.06,77.06,1.89
653,303.84,232.19,80.57,2.11
583,302.78,230.83,75.27,1.77
645,301.76,233.39,80.56,2.85
607,302.03,228.6,75.47,1.76
635,300.44,231.62,76.41,2.19
571,301.1,228.76,72.37,1.98
607,296.39,229.64,75.66,2.82
558,297.82,225.97,70.87,2.09
560,300.97,228.68,73.9,2.02
527,297.35,230.33,71.11,1.84
599,297.67,235.6,76.7,2.54
553,296.53,237.16,73.8,2.32
607,294.65,241.86,78.38,3.48
557,293.74,242.11,74.11,3.04
610,292.83,245.73,77.81,4.16
578,290.22,248.89,75.04,4.38
607,289.81,247.29,81.04,5.58
565,291.61,246.93,75.5,4.48
592,293.02,241.78,77.05,3.97
580,293.71,240.33,73.1,3.5
632,295.81,238.64,78.27,3.96
587,297.46,237.8,72.57,2.78
618,297.86,234.43,78.41,3.19
569,298.81,234.49,70.92,2.23
643,296.63,237.33,76.8,3.95
589,300.33,238.63,74.24,3.41
617,299.97,239.49,78.22,4.56
580,303.15,243.28,74.51,4.17
633,305.01,241.98,76.89,4.59
592,308.26,236.68,73.74,2.62
641,306.11,239.37,78.71,3.24
604,303.75,239.62,73.64,3.04
648,303.93,241.65,76.82,3.24
578,303.6,241.67,73.16,2.28
660,301.49,239.34,76.45,2.69
596,298.36,237.64,72.8,2.54
638,298.15,239.28,76.73,3.22
562,299.02,237.75,72.87,3.09
582,297.11,242.4,78.62,4.49
531,294.29,239.14,73.69,4.33
554,296.18,240.81,77.7,4.93
513,298.52,239.72,74.82,4.46
550,298.78,240.83,79.97,4.66
515,297.04,242.31,72.36,4.42
583,295.22,246.05,73.64,4.96
541,297.4,248.52,71.67,3.99
606,302.61,242.84,74.67,3.58
550,303.64,238.39,70.03,2.56
610,303.43,243.34,73.25,3.62
577,305.89,245.98,70.6,3.48
624,306.12,249.23,75.84,4.52
580,305.17,250.04,72.42,3.96
610,306.15,253.45,76.67,5
543,307.56,253.89,71.01,3.41
608,305.07,253.65,77.91,4.67
562,301.68,251.89,72.39,3.48
602,301.2,249.92,77.5,4.49
543,299.63,246.49,72.73,3.73
591,297.61,245.98,74.59,4.06
552,297.99,240.46,71.2,3.37
579,298.57,242.49,73.31,3.85
538,297.73,236.1,70.67,2.77
575,296.55,235.64,73.73,2.77
535,295.72,233.9,69.74,1.82
574,296.21,234.23,73.32,2.21
536,298.85,231.49,70.58,1.62
583,297.72,230.35,76.82,2.12
560,298.39,231.08,74.51,1.81
577,301.4,234.44,77.24,2.42
541,300.85,234.16,72.39,2.14
582,301.21,233.73,75.64,2.38
553,303.65,233.66,73.42,2.42
592,303.78,235.39,76.6,2.86
575,301.81,233.34,72.01,1.74
604,304.51,235.7,74.99,2.15
556,305.47,239.39,71.76,2.15
608,307.23,239.01,74.24,2.52
557,304.64,242.27,72.21,2.3
585,311.07,245.7,74.34,2.49
791,311.33,247.12,81.25,2.81
776,309.78,245.57,80.63,3.03
774,306.06,247.09,80.7,3.7
809,303.5,245.37,81.17,4.02
805,298.56,246.05,81.87,4.43
669,297.82,242.84,75.54,3.47
678,299.57,242.11,79.51,3.67
647,302.16,234.22,76.38,2.45
682,305.21,236.2,81.46,2.49
593,303.81,234.57,74.62,1.81
629,305.27,236.11,76.58,2.29
586,309.34,230.85,71.87,1.6
637,309.79,235.62,75.27,2.17
573,310.37,236.63,70.94,1.92
604,309.09,238.29,72.5,2.07
562,307.51,233.53,69.51,1.81
620,304.73,235.38,73.03,2.31
564,305.53,234.98,69.92,1.8
591,304.43,233.62,74.84,1.94
535,304.46,227.9,70.05,1.17
611,305.35,234.47,75.02,1.96
546,304.94,235.8,71.47,1.2
594,302.96,239.83,77.16,2.23
547,299.55,242.74,73.56,2.3
596,298.33,243.93,75.89,2.85
530,295.63,240.83,69.24,1.63
581,294.22,241.65,72.9,1.95
546,294.67,244.26,67.36,1.53
614,293.28,242.96,70.61,1.94
564,292.35,244.15,65.86,1.64
617,295.55,247.94,72.41,2.49
573,295.01,250.58,69.17,2.27
608,297.25,248.44,73.25,2.18
536,298.2,246.45,68.43,1.45
566,298.37,245.86,72.37,1.69
533,298.76,238.57,68.4,0.94
581,298.93,238.3,70.11,1.16
542,294.34,236.05,66.8,1.08
629,297.1,235.37,73.45,1.4
586,298.52,235.44,70.44,1.53
617,298.69,238.03,75.31,2.2
581,300.42,243.39,71.64,1.95
629,298.48,246.49,74.95,2.84
573,299.13,244.67,70.01,2.01
585,298.77,245.27,72.07,2.22
526,300.05,246.99,67.9,1.9
581,300.06,250.26,72.54,2.51
546,297.98,250.45,68.71,2.62
593,299.18,250.57,70.26,3.16
539,298.13,250.02,66.6,3.03
626,297.47,250.18,72.65,3.8
573,295.76,247.77,69.45,3
622,293.68,246.5,72.9,3.16
562,291.66,246.38,68.31,2.81
619,294.74,246.52,73.8,3.54
580,297.93,242.97,72.11,3.08
606,298.37,243.41,75.22,3.23
574,298.65,243,72.68,2.71
597,298,245.08,75.91,3.48
555,299.06,244.14,68.67,2.13
614,300.93,241.14,72.69,1.91
568,298.24,242.47,66.89,1.51
591,298.53,244.98,70.06,2.06
571,298.61,244.97,66.24,1.9
578,301.38,246.62,72.3,2.14
553,300.47,248.25,68.7,2.02
552,302.34,251.31,72.44,3.11
519,301.78,251.47,68.39,2.73
562,301.3,248.69,73.11,2.67
521,300.11,248.76,71.22,2.56
573,300.43,246.97,74.21,2.92
539,298.97,246.15,67.76,2.23
559,298.78,244.87,69.55,2.49
498,300.44,246.26,64.75,2.44
547,300.58,245.3,68.73,2.36
524,299.98,244.66,64.66,1.38
565,300,247.25,66.64,2.22
518,300.43,243.28,62.75,1.12
570,301.19,246.3,68.83,1.74
516,298.46,246.47,63.57,1.59
559,299.53,247.35,67.54,1.6
501,298.45,246.91,61.71,1
561,297.95,244.85,65.62,1.19
519,297.35,245.19,63.02,0.92
549,296.57,250.06,69.08,2.01
500,295.45,247.69,66.29,1.46
560,294.1,247.33,73.96,3.46
542,295.41,246.91,71.81,2.6
583,295.85,248.58,76.69,3.99
551,295.48,245.47,71.01,2.48
642,297.39,245.32,73.51,2.45
589,296.77,243.78,71.68,2.23
623,298.95,245.15,73.93,2.48
560,299.76,245.63,69.78,2.04
591,300.8,248.45,71.13,2.71
561,299.08,251.36,66.69,2.38
600,298.48,252.67,71.41,3.7
521,298.56,250.5,66.27,2.23
576,300.98,250.83,71.78,2.4
538,302.77,250.61,69.9,1.62
555,305.83,255.41,76.01,2.7
519,308.51,258.72,71.87,2.35
553,309.15,254.81,79.25,2.85
513,306.82,256.05,76.07,2.94
562,302.41,255.51,78.73,3.1
554,300.96,253.37,74.48,2.39
581,300,251.18,78.95,3.05
565,298.13,247.87,74.83,2.55
588,298.37,247.53,75.62,2.54
533,300.66,249.04,71.82,1.73
595,301.79,252.23,75.55,2.73
563,301.42,254.16,72.45,2.47
622,302.73,252.03,76.46,2.92
572,306.44,253.56,73.34,1.9
630,304.69,255.38,76.49,2.67
566,301.88,255.6,71.01,2.58
623,302.33,249.7,75.36,2.79
571,301.4,250.88,71.08,2.43
605,299.23,247.17,73.46,2.76
584,299.32,247.65,70.2,2.32
619,299.27,244.49,76.17,2.44
579,300.94,242.12,70.72,1.51
622,301.58,243.85,73.26,1.9
574,302.47,244.16,69.23,1.33
597,303.94,244.6,71.88,1.68
544,303.7,245.72,68.37,1.18
578,304.85,245.72,71.41,1.5
554,306.14,245.15,69.63,1.48
592,307.69,247.81,74.03,1.7
546,309.2,249.15,71.22,1.53
597,308.99,251.2,76.99,2.26
593,309.27,254.12,73.86,2.3
621,306.52,251.73,83.29,2.69
556,305.09,250.14,78.84,2.18
606,306.37,247.94,83.46,2.65
796,305.75,248.49,86.54,3.37
773,307.28,248.78,85.59,3.24
768,306.76,247.45,81.54,2.76
792,305.6,245.3,80.98,2.95
766,306.82,245.07,80.75,2.6
677,306.43,248.14,75.31,2.56
690,305.42,247.97,79,2.91
631,306.62,247.6,75.43,2.68
680,308.79,249.33,78.9,2.64
625,307.37,250.48,73.09,2.16
641,307.53,249.46,75.93,1.98
590,306.39,251.46,73.59,1.67
644,306.28,253.07,77.99,2.53
585,303.95,251.01,73.65,2.24
615,304.24,253.78,76.57,2.96
570,298.39,251.86,72.25,3.2
644,300.08,254.48,77.16,3.94
559,300.59,254.64,74.18,2.99
597,301.39,255.97,78.28,3.81
560,304.62,259.59,74.55,3.45
616,305.74,258.04,81.97,4.49
575,305.85,258.2,76.71,3.61
645,306.94,257.25,80.64,4.68
583,307.15,258.26,77.22,4.39
625,307.44,258.55,81.77,5.03
591,307.35,255.77,78.21,3.52
641,308.54,254.87,82.18,3.82
589,308.1,254.53,76.37,2.62
630,310.51,253.38,79.61,3.15
563,312.65,252.83,74.46,2.16
616,311.69,254.1,80.3,2.95
550,311.6,256.52,71.83,2.38
590,310.6,254.45,74.75,2.8
553,310.15,255.69,70.63,2.19
591,306.3,251.95,73.81,2.79
554,308.5,253.68,71.91,2.43
604,310.21,252.03,76.84,2.99
558,312.57,256.72,73.95,2.45
603,311.44,254.09,77.82,3.16
551,311.11,256.74,73.03,2.7
592,309.41,255.89,76.23,3.76
540,307.09,258.31,70.67,3.47
591,309.12,259.58,72.75,3.48
558,309.95,257.44,68.43,2.91
609,308.67,254.84,72.48,3.05
568,308.3,253.45,67.52,2.24
616,306.29,250.89,71.99,2.93
544,305.31,249.09,67.68,2.62
593,306.2,248.84,72.82,2.88
512,307.64,251.54,70.39,2.33
581,308.96,249.67,75.23,3.22
554,311.56,253.07,69.27,2.67
611,309.95,252.02,73.38,2.59
544,309.08,253.72,72.11,2.58
586,306.15,249.53,76.28,3.23
545,305.59,246.33,70.47,2.58
608,308.46,244.1,77.59,2.81
562,307.17,244.76,75.33,2.75
610,306.75,241.44,79.03,2.89
588,308.48,244.25,75.02,3.01
607,308.63,243.46,80.09,3.21
553,308.88,243.05,74.7,2.56
611,310.06,245.32,78.57,3.39
583,308.65,245.93,76.16,3.22
625,305.85,247.07,75.99,3.18
609,301.96,244.98,74.31,2.85
649,299.75,244.89,79.72,3.62
598,300.57,247.23,76.32,3.14
640,299.37,246.49,79.27,3.94
602,300.57,247.55,74.55,2.95
632,300.04,244.99,77.3,2.72
579,303.97,246.08,72.46,1.74
641,303.86,245.31,74.53,2.36
596,303.02,246.19,71.19,2.43
616,303.93,248.15,74.32,3.03
590,303.18,249.45,69.51,2.52
620,306.27,253.75,74.64,2.53
563,305.01,254.64,68.75,2.18
630,308.32,255.73,74.19,2.22
568,312.37,256.81,70.03,1.16
618,312.57,257.71,75.76,2.09
572,312.51,256.63,70.58,1.63
599,314.57,259.31,75.45,2.48
555,315.01,258.78,73.92,2.04
616,313.29,250.46,79.13,1.87
553,314.83,254.74,77.1,1.96
620,310.83,251.65,81.04,2.07
584,310.35,256.02,78.52,2.52
634,312.32,255.05,80.69,2.79
577,314.38,260.76,76.2,2.98
630,314.07,262.56,77.98,3.6
565,312.27,266.87,71.44,3.49
611,310.18,261.2,73.27,3.15
561,310.33,259.94,73.55,2.99
611,306.98,258.81,76.84,3.75
596,307.98,260.82,73.88,3.17
644,306.59,257.05,78.15,4.02
593,304.99,255.23,74.73,3.27
622,303.14,259.03,78.91,4.61
582,301.53,261.91,74.15,3.91
591,303.18,259.92,80.62,4.25
547,303.99,261.03,76.09,3.44
604,303,257.53,78.5,4.13
582,304.42,258.32,75.72,3.25
631,305.45,254.76,77.34,2.75
612,309.61,255.89,74.71,2.37
629,308.61,257.44,77.82,2.93
604,306.14,257.05,73.7,2.46
648,304.34,254.94,77.64,3.31
588,304.34,253.62,74.37,2.84
632,303.97,250.91,80.99,3.99
593,304.66,249.73,78.04,3.25
620,307.22,250.04,82.31,3.6
583,309.33,255.81,78.59,2.72
627,311.63,254.95,83.58,3.23
556,311.62,256.34,79.73,3.14
574,312.39,259.5,81.39,3.58
545,311.77,261.64,78.88,3.71
597,310.82,263.56,81.35,5.25
562,310.98,264.11,77.05,4.17
610,311.52,264.07,81.66,4.78
578,311.55,263.98,80.77,4.69
615,308.53,255.32,82.29,3.88
569,307.77,254.24,78.7,2.53
615,309.29,258.55,82.29,3.72
600,308.84,256.96,76.77,2.97
653,306.83,259.54,81.87,5.14
618,305.01,260.27,80.91,5.27
660,302.83,261.46,84.52,6.84
627,300.77,262.69,81.3,6.79
656,300.22,261.54,86.03,7.68
614,303.12,260.15,82.35,6.16
649,303.8,257.25,87.62,6.23
615,304.37,255.55,84.97,4.99
622,304.13,252.48,86.84,4.39
820,306.1,252.1,94.43,5.44
808,307.99,250.78,92.35,4.19
803,310.21,249.21,91.64,3.75
830,310.68,253.32,90.81,4.05
831,309.83,255.87,90.4,4.71
720,312.82,260.59,83.28,4.6
737,310.57,258.14,89.47,5.37
657,311.53,260.2,84.89,5.03
699,308.22,260.14,85.93,5.78
629,306.57,258.22,83.28,4.6
678,305.6,257.11,87.48,5.94
627,305.33,256.17,85.16,5.15
665,307.12,251.88,89.59,5.06
618,309.41,253.02,85.88,3.95
648,307.59,248.18,89.29,3.95
625,309.06,251.28,85.98,3.5
682,308.48,252.95,89.2,4.35
635,308.6,256.81,84.72,3.91
680,310.51,257.16,90.02,4.72
668,311.45,260.77,83.04,4.31
685,309.02,256.53,87.48,5.16
659,306.7,256.25,83.5,4.73
699,305.61,253.7,86.73,5.23
670,305.5,259.64,80.91,5.45
710,305.25,259.09,83.96,6.42
668,303.96,261.52,80.37,5.87
706,304.28,257.97,86.63,6.52
651,303.02,258.89,83.8,6.48
715,304.58,256.03,89.41,6.99
637,303.04,255.34,83.96,5.84
701,303.17,254.49,87.54,5.96
657,301.3,254.33,84.27,5
669,303.28,254.02,88.04,5.57
618,305.81,257.96,86.26,5.05
662,304.91,256.24,90.84,5.25
640,306.82,259.79,87.82,5.33
697,307,255.09,89.58,5.26
646,304.29,256.83,84.69,5.44
707,303.4,253.82,89.94,5.67
650,301.17,250.97,85.59,4.67
677,299.57,246.96,87.85,4.99
623,301.12,247.27,83.48,4.32
692,298.94,245.43,86.8,4.82
635,300.35,246.43,81.69,3.46
678,304.25,247.81,87.86,4.21
654,305.53,249.82,83.19,3.61
717,303.87,250.21,86.86,4.79
651,305.68,252.07,80.07,4
715,304.78,250.81,85.7,5.02
672,304.94,250.52,78.85,3.68
732,303.73,249.2,87.59,5.05
674,303.51,246.93,83.28,4.19
721,304.45,243.98,89.69,4.72
697,305.02,247.91,85.04,4.99
748,305.73,247.51,90.61,5.76
695,305.99,246.17,84.59,4.67
746,305.84,242.94,87.99,4.73
702,306.09,242.32,79.84,3.96
